id,url,description,likes_count,timestamp,comment_count
video_1113305755882504192,,TAG woah take it easy randy please!! 😜 suck my ass,231,2014-08-19T00:09:50.000000,126
video_1113385871555686400,,Lmfao Yas - #NickiMinaj,519,2014-08-19T05:28:11.000000,32
video_1113743456934793216,,im okay,100,2014-08-20T05:09:06.000000,32
video_1113931305856520192,,I be cheffin,80,2014-08-20T17:35:33.000000,98
video_1115144120886087680,,look i thought it was a spanish thing alright #hetaliathebeautifulworld #INEEDTOSTOPIMCRYING,752,2014-08-24T01:54:50.000000,206
video_1115833711724789760,,Follow Bandit23 !!! HE IS HILARIOUS !!! Get him to 25k!!!!,407,2014-08-25T23:35:02.000000,38
video_1115991006584987648,,"Armed white man shot, injured by police. Unarmed black men killed by police. #NeverLovedUs #blackpeopleproblems #ferguson #police #racism",103,2014-08-26T10:00:04.000000,50
video_1116277382010339328,,DID I MENTION THIS HAPPENED??😂😂,18744,2014-08-27T04:58:01.000000,462
video_1116566662003810304,,some people are just dumb as hell 😒,918,2014-08-28T00:07:31.000000,84
video_1116746377507311616,,This guy is looking to get beat up😂. Follow for more Hilarious Pranks😂👌✨,1250,2014-08-28T12:01:38.000000,80
video_1116860854491869184,,Alison DiLaurentis // comment suggestions,194,2014-08-28T19:36:31.000000,54
video_1116987080183062528,,Reason why to smile.. Lycia Faith 😊💜 (please tag Lycia below so she could see this☺️),295,2014-08-29T03:58:06.000000,110
video_1117113774453805056,,bam bam bam😋 ( tag Lycia Faith please? I really want her to see this😫) #lyciafaith,197,2014-08-29T12:21:32.000000,102
video_1117233634110476288,,Its true bitch😌,1654,2014-08-29T20:17:49.000000,198
video_1117252674820435968,,"Hello!! Just so ya know a little bout me, these are my fave accounts!! Calum Hood, literally calum, $tella's edits, Video editss, manips ok",327,2014-08-29T21:33:29.000000,52
video_1117352411007246336,,#wwe #shawnmichaels #HBK #lol #funny #instagram #vine #follow,135,2014-08-30T04:09:48.000000,72
video_1117609109555183616,,I know I've done these #selfharm #ptv #suicide,131,2014-08-30T21:09:49.000000,74
video_1117635700914032640,,My favorite vines,73,2014-08-30T22:55:29.000000,62
video_1117944738956627968,,(this applies to other female cleberities who get slut shammed & other male celebrities who do stuff like this but get praised) um??????,1778,2014-08-31T19:23:30.000000,724
video_1118074285567909888,,Lauren sneezing is literally the cutest thing ever💕☺️ haha aw #laurenjauregui #fifthharmony,1904,2014-09-01T03:58:16.000000,112
video_1118326100557180928,,ariana casually trying to avoid the question,578,2014-09-01T20:38:53.000000,48
video_1118342327396659200,,This Is For 300 Years Of Oppression,1349,2014-09-01T21:43:22.000000,482
video_1118654490065932288,,nothing was the same 😩😂😂 KEVS FACE AHHHA.,9829,2014-09-02T18:23:48.000000,224
video_1118658638433644544,,YEET!!!😂😂😂😂😂😂Tag the creator #FunnyFails #YEET,3156,2014-09-02T18:40:17.000000,650
video_1118818378325385216,,Officially Donnie yass follow him,649,2014-09-03T05:15:02.000000,122
video_1119062733426712576,,#haters #suckmydick #dissing #fat #ugly,35,2014-09-03T21:26:00.000000,76
video_1119743265634504704,,Molped Reklamları falan hikaye.,5147,2014-09-05T18:30:12.000000,194
video_1119903629130801152,,VER$ACE #GriindTime 🔥,844,2014-09-06T05:07:25.000000,78
video_1119946419399172096,,#Werk #werk #werk #practice #neverperfect BKAB #grind #topless #whitegirl #allnatural #anaconda,543,2014-09-06T07:57:27.000000,38
video_1120192382017613824,,#TeamIgnant #haiti DCYOUNGFLY bring that ass here boy get it copyrighted idc if u didn't start it you got it poppin worldwide,4367,2014-09-07T00:14:50.000000,346
video_1120196474228412416,,NO FLEX ZONE🚫💪 Officially Donnie #donnielook #OfficiallyDonnie,4054,2014-09-07T00:31:05.000000,544
video_1120215944149819392,,When you get your own mail w/ immaberyley,822,2014-09-07T01:48:27.000000,72
video_1120230350132772864,,Lmao #SouthernVineMeetUp,494,2014-09-07T02:45:42.000000,36
video_1120955068431372288,,#FallBackGameStrong,160,2014-09-09T02:45:28.000000,62
video_1120980150667079680,,HELP Funniest Ever GET 200K FOLLOW NOW #FSE,620,2014-09-09T04:25:08.000000,70
video_1121064275889537024,,,1330,2014-09-09T09:59:25.000000,106
video_1121066447423053824,,Lycia Faith 💖(tag her),148,2014-09-09T10:08:03.000000,32
video_1121158480284499968,,"Erkekler ekmek almaya gider gelirken yarısını kemirir,kadınlar ekmek almaya gider ekmek haricinde herşeyi alıp ekmeği unutur w/ Emrah ŞAHAN",4629,2014-09-09T16:13:45.000000,140
video_1121212235147096064,,I KNOW IM NOT THE ONLY ONE WHO HAS DONE THIS LMFAO #ISpilledTheBeans #LOL #VelvetTv #facts #SomebodyIsGonnaGetMad 💀💀💀💀,448,2014-09-09T19:47:21.000000,74
video_1121226538868731904,,☺,439,2014-09-09T20:44:12.000000,122
video_1121250455540867072,,"Friends that support the token black guy through his toughest times w/ Chauncey Stubbs, joejoe teddybear morin #outofchicken #stereotype",7376,2014-09-09T22:19:14.000000,462
video_1121577975859580928,,\\ L W W Y //,398,2014-09-10T20:00:41.000000,38
video_1121606367468515328,,【アリアナ4度目の来日✨】きたーーーー(((o(*ﾟ▽ﾟ*)o))) #アリアナ来日 #アリ友,1198,2014-09-10T21:53:30.000000,92
video_1121977124702605312,,White ppl be saying dumb stuff when they by themselves,500,2014-09-11T22:26:45.000000,44
video_1122388125185138688,,Round 4: BrandonReez Sept 28  vs TeeAyeOh  #fryyoass #poppinmedia,1105,2014-09-13T01:39:56.000000,160
video_1122565290144968704,,Young thug just gayyyy lmfao #dannyglover #YoungThugBeLike,86,2014-09-13T13:23:55.000000,34
video_1122798217923645440,,He could fucking care less tbh he's in LA living life and y'all hating lol have fun >>>>> #NASHDEACTIVATE,5,2014-09-14T04:49:29.000000,48
video_1122916449963679744,,#DünyaDanVineLar,3809,2014-09-14T12:39:18.000000,234
video_1123037967817043968,,"Hmmm I think not Tobi Chip, Rebel Scum #GoTexans #texasnation",26,2014-09-14T20:42:10.000000,36
video_1123093323410776064,,#BVERANDOM WOULD YOU GET ON THIS ONE? #ReggieOhHellNawVoice,351,2014-09-15T00:22:08.000000,162
video_1123119034326523904,,They call him #TheTruth! TOUCHDOWN Frank Gore.,429,2014-09-15T02:04:18.000000,40
video_1123308659594723328,,Black Widow 😤💨 (Vine By Tim Miranda ) Like Revine And Follow For More 😈💯,3967,2014-09-15T14:37:48.000000,120
video_1123478650373783552,,To all the people who say you can't get hurt in baseball. #Baseball #prayforStanton,266,2014-09-16T01:53:17.000000,68
video_1123525409330565120,,like you seen em twirl then he dropped nigga 😂😩 made by me. 👌 #AugustAlsina #bobbyshmurda #shmurda #HotNigga,93,2014-09-16T04:59:05.000000,48
video_1123670404188282880,,still v relatable,379,2014-09-16T14:35:15.000000,40
video_1123778945582555136,,😩😩😩💦💦💦💦❤️❤️ #revine #prettygirlsthatmakestupidfaces #dwaynemckell #thatfacetho #thethirstisreal #whenisourdinnerdatebaby#icant Dwayne mckell,819,2014-09-16T21:46:33.000000,38
video_1123816384208752640,,"""Hey hey! Ho ho! These killer cops have got to go:""",474,2014-09-17T00:15:19.000000,52
video_1123819302441644032,,Don't Talk To Me x 👑Lycia Faith 💞,367,2014-09-17T00:26:55.000000,34
video_1124059566955757568,,,636,2014-09-17T16:21:38.000000,34
video_1124193149447798784,,When you aggravated but yu tryna be a good sport😩😂,5020,2014-09-18T01:12:27.000000,298
video_1124478819911585792,,Lycia Faith my bae💞 everyone tag her please🙅,90,2014-09-18T20:07:36.000000,102
video_1124903865352151040,,I SEE YOU I SEEEEE YOUUUUU,553,2014-09-20T00:16:35.000000,32
video_1125123219658354688,,Güneş gözlüğünü hiç çıkarmıyosun diyen arkadaşlar için 😎☺️ İnstagram: Alp sarışen,3750,2014-09-20T14:48:13.000000,156
video_1125144559953797120,,White people ruin everything😂,1310,2014-09-20T16:13:01.000000,248
video_1125213533622435840,,Counting stars🙌,2943,2014-09-20T20:47:05.000000,212
video_1125222179148386304,,INSANE! Revine if you agree,2347,2014-09-20T21:21:27.000000,194
video_1125371652864389120,,"""imma fuck yo bitch"" ""well imma tell on you"" 😭😭😭",2481,2014-09-21T07:15:24.000000,48
video_1125967329365577728,,Follow my Instagram @lala_marley317 comment done and I'll follow back😻💋,1812,2014-09-22T22:42:24.000000,174
video_1126434493599809536,,BIG SNuk,462,2014-09-24T05:38:45.000000,48
video_1126666343656443904,,A message for those who think they shit gold. Leggo your Ego. Take a lesson from people like Esther G Queen of Likes & get out there & like!,163,2014-09-24T21:00:02.000000,72
video_1126668932112158720,,BigHeadDarryl™ #BringVineBack,168,2014-09-24T21:10:19.000000,54
video_1126712015210393600,,,854,2014-09-25T00:01:31.000000,90
video_1127053283874267136,,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭 SMACKED LIFE OUT THAT NIGGA,187,2014-09-25T22:37:36.000000,32
video_1127158979873607680,,When the Sub takes your phone & says he not giving it back then trys to leave 👊,1880,2014-09-26T05:37:36.000000,394
video_1127822026334154752,,💤🌃💭,1525,2014-09-28T01:32:18.000000,244
video_1127876297960669184,,#Flipagram just hit 12 let's celebrate jk fml I want to die,20,2014-09-28T05:07:58.000000,104
video_1127899310961647616,,The Weeknd joined Ariana Grande on SNL to perform #LoveMeHarder,436,2014-09-28T06:39:25.000000,32
video_1128105482884636672,,How to survive in the wild,3669,2014-09-28T20:18:40.000000,140
video_1128137015083618304,,"GUY THROWS ROCK AT $400,000 Lamborghini Aventador!",618,2014-09-28T22:23:58.000000,124
video_1128501265627025408,,"This Vine is dedicated to Soccer Addicts, even i got hacked at 10K he help me with my sec acc witouth knowing it was me please tag him!",290,2014-09-29T22:31:22.000000,36
video_1128846724262416384,,5SOS fans...you're welcome. I'm posting these for y'all bc I don't even consider myself a fan. I was a little bit swayed at my concert tho.😳,1908,2014-09-30T21:24:06.000000,246
video_1129971720628121600,,How i be in school. 😂 #wtf,3449,2014-10-03T23:54:26.000000,164
video_1130132083722067968,,Cascading beats #dharni #beatbox #realest #loop,1125,2014-10-04T10:31:39.000000,96
video_1130232332545142784,,#childplease pt. 38 #hmmMovement #BitchYouChildish #YouChildishMovement #YouChildish #2LiveDigital #TeamDSGB #menace2society,219,2014-10-04T17:10:00.000000,62
video_1130289000075177984,,#bored #homealone #entertainme #wheresmypizza 😤,888,2014-10-04T20:55:11.000000,98
video_1130614482700529664,,#fatranked,17,2014-10-05T18:28:32.000000,48
video_1130968503164329984,,😂😂😂 #snapchat billybob313 I know the username is mad weird 😂,1425,2014-10-06T17:55:17.000000,74
video_1130982740506849280,,🍑👀👀👏 #twerkingvine #twerkforlife #twerk #twerkteam #DAAAAMMMNNN #goodnight,750,2014-10-06T18:51:51.000000,32
video_1131004326379503616,,Check out this #ccfreestyle beatbox remix featuring Vincent Marcus and his favorite drink!,19501,2014-10-06T20:17:38.000000,284
video_1131097486707351552,,I'm so weird lol but every time I hear this 😂😂😂,2879,2014-10-07T02:27:49.000000,174
video_1131106768244871168,,Like and Revine if u HATE Cancer!!! Show your support!!!💞,1314,2014-10-07T03:04:42.000000,134
video_1131394594089680896,,Nap?,8827,2014-10-07T22:08:25.000000,480
video_1131434704818540544,,For all the people out there that's having trouble.,3,2014-10-08T00:47:48.000000,32
video_1131786600502677504,,5 year old Leukemia patient JP Gibson got to live out his dream and was signed by the Jazz. He threw down this suck dunk in a scrimmage!,2963,2014-10-09T00:06:07.000000,206
video_1131796294386483200,,"myles, where are you from? 😂😂😂 Myles Parrish, KALIN AND MYLES",460,2014-10-09T00:44:38.000000,56
video_1131802386772721664,,None of you even know the story so chill,337,2014-10-09T01:08:50.000000,92
video_1131877970764574720,,"Evan Peters, fuck. 😍 -Briana",1060,2014-10-09T06:09:11.000000,184
video_1131984583236198400,,#RavenSimone vs #Martin #lmao || I am American!,683,2014-10-09T13:12:49.000000,68
video_1132085719264010240,,Boom Clap Cup Song kyle davis,464,2014-10-09T19:54:42.000000,34
video_1132177012702806016,,Follow Blake Bell ! Snapchat - Blakeyb,703,2014-10-10T01:57:28.000000,70
video_1132434737164881920,,Return to Sender,6909,2014-10-10T19:01:34.000000,186
video_1132551371829207040,,Standing full😋 snapchat/Twitter: @thatvinerchunk,1520,2014-10-11T02:45:02.000000,98
video_1132791665380470784,,WHY DOES IT LOOK LIKE THEY'RE GETTING THEIR DICKS SUCKED AT THE END YO CHILL,1163,2014-10-11T18:39:53.000000,96
video_1132907236507746304,,He's perfect,6373,2014-10-12T02:19:07.000000,722
video_1133303721170997248,,Ain't done turning up 😋😏👅,5452,2014-10-13T04:34:36.000000,302
video_1133597792259268608,,Someone help me understand this shit,423,2014-10-14T00:03:08.000000,60
video_1133675111459774464,,"pooping on table, fuck ps4",256,2014-10-14T05:10:23.000000,424
video_1133907446788939776,,Get Back Here 😂,19250,2014-10-14T20:33:36.000000,820
video_1134017703750103040,,,179,2014-10-15T03:51:43.000000,36
video_1134574208522035200,,Lol u wot corbin #scrub #swag #funny #lol #VineMeetupNYC Nash Grier #Drawing #swagtastic #hilarious #comedy #yolo #bathroom,6,2014-10-16T16:43:04.000000,40
video_1134683032226336768,,At the fair!🎡🎠 Rickey Thompson,11843,2014-10-16T23:55:30.000000,320
video_1134692072150949888,,Old magcon over anything 😭😅💗,150,2014-10-17T00:31:25.000000,52
video_1134750388717752320,,Now the baby ain't have nothing to do with yall beef 😩🙈,593,2014-10-17T04:23:09.000000,74
video_1134908868867313664,,Fake or real? #AmericanFootbal #epic,690,2014-10-17T14:52:53.000000,464
video_1135396246904094720,,she is so attractive,337,2014-10-18T23:09:33.000000,34
video_1135661876378783744,,FOLLOW SECRETFACTS RIGHT NOW TO READ THE FULL STORY THIS IS CRAZY .. FULL STORY ON SECRETFACTS SECRETFACTS SECRETFACTS,283,2014-10-19T16:45:04.000000,144
video_1136091225905082368,,When you make a sick trashcan shot in class!!! #Vam #videoshop,1116,2014-10-20T21:11:09.000000,110
video_1136438550527709184,,Ooh I like 😍,2171,2014-10-21T20:11:18.000000,190
video_1136455692388089856,,Dismembered,12245,2014-10-21T21:19:25.000000,352
video_1136542961623310336,,As promised! Keep up the support guys it means a lot! Next post at 6k! Get me there!,701,2014-10-22T03:06:11.000000,66
video_1136923911028723712,,That face you make when you hear something fall but you don't see it and you think you it's going to hit you,2194,2014-10-23T04:19:57.000000,146
video_1137168303912091648,,Scream until you loose your voice 😩😩😩😍😍😘😘💕,163,2014-10-23T20:31:05.000000,36
video_1137491857195315200,,comment real or fake! 500 followers = free iPhone giveaway!,412,2014-10-24T17:56:46.000000,142
video_1137537063202222080,,#Getyamindright #Aleagueofmyown #GrownFolksStatus,976,2014-10-24T20:56:24.000000,590
video_1137584551972270080,,// 1D 👽 \\ {dedicated to dope styles follow her she's sooo close to 23k!} {i'm really proud of this edit} ☺💖,529,2014-10-25T00:05:06.000000,280
video_1137629756226174976,,😂Stubbing your toe😂 Landon Moss  #he #funny #af,6909,2014-10-25T03:04:44.000000,294
video_1137818305697390592,,people who make the dumbest excuses to not go out (follow me and I'll follow back so comment when done),672,2014-10-25T15:33:57.000000,80
video_1137818665115414528,,Trick shot by Mike Massey🎱💥,1371,2014-10-25T15:35:23.000000,36
video_1138169176205225985,,"Our greatest effectiveness ain't found in bein like the world, but from bein different than the world, in being like Jesus. Ephesians 5:1 🙌",3397,2014-10-26T14:48:11.000000,254
video_1138227974857265152,,White ppl who  feel comfortable saying the N word are ignorant idc where you were raised or how many black ppl you know KILL YOURSELF,404,2014-10-26T18:41:50.000000,114
video_1139049958595825664,,"✌️👽🔫💋 
#lyciafaith
Don't worry more Matt edits are coming!
TAG HER💕",433,2014-10-29T01:08:06.000000,114
video_1139057707211706368,,What am I doing #EXO #kpop #Sehun #kpop2 #exok #exom,297,2014-10-29T01:38:54.000000,36
video_1139231068516737024,,Milk Marie...,605,2014-10-29T13:07:46.000000,40
video_1139338109591482368,,#Teambeefjerky,89,2014-10-29T20:13:07.000000,84
video_1139371426856730624,,😮😮😮 #americanhorrorstory,4980,2014-10-29T22:25:30.000000,346
video_1139484244960555008,,follow @realuntoldstories  on instagram for the rest of the story its crazy,2702,2014-10-30T05:53:48.000000,432
video_1139571355960934400,,RVP's amazing diving header vs Spain #worldcup2014 #soccerdoe,244,2014-10-30T11:39:57.000000,34
video_1139998679755812864,,Happy Halloween || If you haven't yet go watch Lycias new youtube video !! 😘,114,2014-10-31T15:57:59.000000,34
video_1140064326645075968,,Happy Halloween.,1787,2014-10-31T20:18:50.000000,78
video_1140092730949672960,,Snapchat: Megadarkhorse,1531,2014-10-31T22:11:42.000000,64
video_1140761601281069056,,FEELINGS!? _Summerella_ 😴😂 vader don't got feelings bruh😁,218,2014-11-02T18:29:34.000000,78
video_1140906491818233856,,BdotAdot5 I fuck with you Bruh!,125,2014-11-03T04:05:18.000000,220
video_1140936616479985664,,😬💥🔫 Rap Died with Tupac & Biggie,442,2014-11-03T06:05:00.000000,98
video_1140939557404024832,,Fuck haters #Wevape #smoke420 #21 #suckit #nomore #VHunter #VBrady,310,2014-11-03T06:16:42.000000,264
video_1141143060303282176,,thick,630,2014-11-03T19:45:20.000000,30
video_1141578684688445440,,comment below you're  favorite ahs season. mine was asylum! 🙊,489,2014-11-05T00:36:21.000000,414
video_1141606450175594496,,oOOOKAY THEN,644,2014-11-05T02:26:41.000000,82
video_1141891042325520384,,"When somebody try to get you to buy they CD! 😂😂😂 #revineThis BdotAdot5, GotDamnZo",402,2014-11-05T21:17:33.000000,36
video_1142134642015895552,,Thank you so much for 2.5k 💖 || tag her?,251,2014-11-06T13:25:32.000000,102
video_1142252770586521600,,|Liz,576,2014-11-06T21:14:56.000000,114
video_1142295750332801024,,"I challenge you to the ""what the hell did he say?"" challenge.... Comment it below if you understood *EVERYONE KNOWS SOMEONE WHO TALKS LIKE*",640,2014-11-07T00:05:43.000000,206
video_1142331209431846912,,This is why always get caught talking in class cause my loud voice #Bigbopack #loudvoice,924,2014-11-07T02:26:37.000000,122
video_1142441980983689216,,"Whatsapp'ta sevgilisinin last seen'ini kapali olan kizin yeni update ile beraber gelen mavi tikleri gorunceki ruh hali, heyecani..",5287,2014-11-07T09:46:47.000000,248
video_1143223431605952512,,Cute Marnie :d,1538,2014-11-09T13:32:00.000000,108
video_1143287259584675840,,These two look like idiots😂😂 #throwback,2280,2014-11-09T17:45:37.000000,68
video_1143289117963067392,,I CSNDNUSNE FHELYEBS,3646,2014-11-09T17:53:01.000000,186
video_1143343164300689408,,Aidan Meechan: what's the deal with you and Mary? #AskGod  -  It's kinda complicated.,580,2014-11-09T21:27:46.000000,62
video_1144054832739561472,,Cancer patient Xander Bailey had a dying wish of playing professional soccer. Seattle signed him & let him start against Tottenham. Amazing.,15345,2014-11-11T20:35:41.000000,798
video_1144089309163761664,,he's so sweet 😢💘,846,2014-11-11T22:52:41.000000,80
video_1144094099423514624,,Go cop MRose new song #wifebeater on #itunes & #googleplay #mRose #remake #revineThis #DVH #DiVINEHarmonizers #singing #support #amazing,106,2014-11-11T23:11:43.000000,44
video_1144141477287514112,,Pooping on Lamborghini prank 😂😂😂😂,11095,2014-11-12T02:19:59.000000,690
video_1144331807962107904,,Seklin kime,3008,2014-11-12T14:56:17.000000,54
video_1144357237079343104,,Follow Zach Galifianakis  For More Hilarious Vines!! You Won't Regret It!!,646,2014-11-12T16:37:20.000000,38
video_1144852046810681344,,Taking a pic for #instagram #belike #RealOrNah what do you think?,482,2014-11-14T01:23:32.000000,206
video_1145093858573631488,,Young Thug be like! 👓👗👖👟😎😂😂😂😭😭😭😭💯 RICH⛽️🅰🆖 #YoungThuggaButta #ThuggaDannyGlover #YoungThugNotGAY #YSLoaded #YoungThugBeLike,945,2014-11-14T17:24:24.000000,50
video_1145133476874444800,,HAPPY 18TH BIRTHDAY LYCIA 🎉 // Queenlena♕ {please tag her},1075,2014-11-14T20:01:50.000000,130
video_1145255386925215744,,When a hot girl walks into the gym,1781,2014-11-15T04:06:16.000000,168
video_1145462513799180288,,Follow Jenna Marbles 😂😂😂 help get to 890k,1724,2014-11-15T17:49:18.000000,88
video_1145541936233512960,,You had one job 😂😂😂,3640,2014-11-15T23:04:54.000000,114
video_1145644420725678080,,,446,2014-11-16T05:52:08.000000,48
video_1145850829799116800,,"Song By: Slim DeLeon | search: ""SLIM DELEON"" on iTunes & Google Play | www.soundcloud.com/iamslimdeleon | ❤I may follow people back❤️",373,2014-11-16T19:32:20.000000,144
video_1145901976232550400,,\\ Speechless // #johanaispoop,257,2014-11-16T22:55:34.000000,34
video_1145975873728655360,,Who tf made this burger? 💀😭,6602,2014-11-17T03:49:13.000000,642
video_1145994207522361344,,,2089,2014-11-17T05:02:04.000000,176
video_1146249209444712448,,Black people be doing the most weird shit before they fight someone #itsajoke #worldstar,786,2014-11-17T21:55:21.000000,128
video_1146255566205804544,,Always clear your history 😬,116,2014-11-17T22:20:37.000000,78
video_1146305661932544000,,Jimmy D edit,480,2014-11-18T01:39:41.000000,72
video_1146660619244724224,,Lets go in the hallway right now bitch😂😂,1289,2014-11-19T01:10:09.000000,128
video_1146660624768872448,,🎀✨ Following back my next 100 followers ! ✨🎀,725,2014-11-19T01:10:10.000000,92
video_1146682191703834624,,What a hit 😟 #sportsuniverse,1087,2014-11-19T02:35:52.000000,138
video_1146773813787328512,,"ZEDD at Hard Day Of The Dead 2014! 🔊😜 #ilovesickdrops #EDM #EastCoastRavers #harddayofthedead2014 ILoveSickDrops™, Zedd",274,2014-11-19T08:39:57.000000,46
video_1146944515064893440,,FOOL'S GOLD - 1D // 4⃣ // #harmonizingwith1d,1857,2014-11-19T19:58:15.000000,68
video_1146973250014863360,,Shit Mountain #HikingAdventures Voice: EnJoeyment,412,2014-11-19T21:52:26.000000,218
video_1147038872589438976,,NOOO! #BeatItBitch,836,2014-11-20T02:13:12.000000,38
video_1147079459804004352,,,307,2014-11-20T04:54:28.000000,38
video_1147087383884611584,,Oh Shits It's Raining🙆☔️,1046,2014-11-20T05:25:58.000000,222
video_1147214053744226304,,Legendary Jack Ryan Spinning 4 Basketballs,4501,2014-11-20T13:49:18.000000,266
video_1147331269718618112,,Local rapper and known gang member with no criminal background faces life in prison for profiting off of violent lyrics and gang violence,784,2014-11-20T21:35:05.000000,202
video_1147338356309544960,,Follow Your Sports for the best collection of sports and parkour 😏 #snow #cold #followhim,665,2014-11-20T22:03:14.000000,94
video_1147397945940172800,,This is why Messi is the BEST. #LioMessiVines,424,2014-11-21T02:00:01.000000,74
video_1147707543662247936,,👾Trippy Bend into a Long Shot Snipe from FØSU💨 #TEAMHPC #CLDLYF #Vape #SmokeTricks,79,2014-11-21T22:30:15.000000,68
video_1147790913473802240,,Sit down😱😱,4451,2014-11-22T04:01:32.000000,246
video_1148850447302692864,,"""Without that badge you a bitch and a half"" #Ferguson",327,2014-11-25T02:11:45.000000,102
video_1148862471034011648,,Tish wil be in the film clit for my brand new signle #thewingsofaangle xxxx,526,2014-11-25T02:59:31.000000,654
video_1148864800336834560,,I'm so hurt!!! This world will never change! Rest in peace Mike brown!!! #mikebrown  #restinpeace  #justiceForMikebrown,12,2014-11-25T03:08:47.000000,36
video_1148870331159699456,,How do you guys like these black borders? Should I keep using them for some edits? 😊,261,2014-11-25T03:30:45.000000,34
video_1148886527963955200,,Answer this for me: Are you upset that a young black male is dead... Or are you upset that a white man did it? 💬,61,2014-11-25T04:35:07.000000,32
video_1148898679500255232,,This Saturday for ppl who was born and raised in Bama this like the super bowl 😂😂,99,2014-11-25T05:23:24.000000,56
video_1148914872248410112,,#imdonewiththis #ijsdoe,677,2014-11-25T06:27:45.000000,70
video_1149037756371320832,,"""Die In"" in front of Clayton's justice center. #Ferguson",200,2014-11-25T14:36:03.000000,96
video_1149040324006629376,,Dedicated to the amazing Lycia Faith Hope u like it! Tag her Below! Follow me!,597,2014-11-25T14:46:15.000000,82
video_1149078962279211008,,Checkin out hot babes on Instagram be like..#JesusChristKid #bulldogpussyswag #LoveMachine #bringingsexyback,188,2014-11-25T17:19:47.000000,94
video_1149097542819139584,,#NP: Londrelle Hall - #Equality. #SpokenWord #Poetry #Righteousness #NotKendrick #LondrelleHall #Truth ◾️◽️..,2496,2014-11-25T18:33:37.000000,96
video_1149108835580022784,,Follow JoeySalads now,556,2014-11-25T19:18:29.000000,94
video_1149113030794485760,,This Guy #ferguson,58,2014-11-25T19:35:10.000000,168
video_1149143832555147264,,🎉🎊,3291,2014-11-25T21:37:33.000000,534
video_1149150181552459776,,#revine if you like yellabone booty🍑💁,1248,2014-11-25T22:02:47.000000,112
video_1149178946789986304,,Jesus died just to give us new life! Theirs so much love in His heart for us. 😭❤️ #Hisloveneverfails,2317,2014-11-25T23:57:05.000000,588
video_1149189214303641600,,FUCK FERGUSON POLICE  #handsupdontshoot #NoJusticeNoPeace  #RIPMikeBrown  #ferguson  #Missouri,14,2014-11-26T00:37:53.000000,62
video_1149544187516035072,,Fuck #funnyvine #ALSIceBucketChallenge #apotatoflewaroundmyroombeforeyoucame #SoTrueDoe #Im11soshutthefuckup #shutyobitchassup,28,2014-11-27T00:08:25.000000,72
video_1149761218580512768,,😍😍 follow Vanessa Hudgens then comment damn!,1715,2014-11-27T14:30:50.000000,426
video_1149815277853339648,,sHit,542,2014-11-27T18:05:38.000000,64
video_1150153898221604864,,One of my favorite #supernatural quotes.,2002,2014-11-28T16:31:12.000000,122
video_1150175436693749760,,wow I cried making this... {audio: dope dania},1033,2014-11-28T17:56:47.000000,192
video_1150217176888815616,,Major Lazer ft. Sean Paul - Come On To Me (Tomsize Remix),10790,2014-11-28T20:42:38.000000,308
video_1150286134589440000,,Saturn jelly fish 🌗🌘🌑#teamcoolsmoketricks #freshvape #Trippyhippeclan #ahood #vapelyfe #wshh #vapefam #vape #vapelyfe #av #zamplebox,348,2014-11-29T01:16:39.000000,48
video_1150320501583921152,,why doesn't anyone ever talk about this cover muke did omg // sarah 🇺🇸,3766,2014-11-29T03:33:13.000000,504
video_1150544685866143744,,fuck the police #Oakland #sanfrancisco #bayarea #justice4MikeBrown #ferguson 😂😂😂😂 protect & serve who,1314,2014-11-29T18:24:03.000000,106
video_1150549817399898112,,Bowling Ball is ready to go.,4628,2014-11-29T18:44:26.000000,246
video_1150571393902436352,,😳 Like if you think this is insane! #BasketballLegends,9137,2014-11-29T20:10:10.000000,330
video_1150732310153666560,,I laughed at this ine,29,2014-11-30T06:49:36.000000,58
video_1150974608728883200,,"nice to know, frank",858,2014-11-30T22:52:24.000000,54
video_1151041668502671360,,Leave a like if you liked that dunk my Lebron James,505,2014-12-01T03:18:53.000000,40
video_1151131828892114944,,Its funny how if a white kid is shot no one would riot. #ferguson #growthefuckup,92,2014-12-01T09:17:09.000000,152
video_1151348347664293888,,remake of my old ugly one 😺 I make too many edits for 5sos clips ♡ bc ily #5sosclipsto100k 😽,1461,2014-12-01T23:37:31.000000,70
video_1151375296252272640,,Favorite Season? #ahsMurderHouse #ahsedit #Ahs #americanhororstory #evanpeters #ahscoven #AHSAsylum #ahsfreakshow #evanpetersedit #tateedit,326,2014-12-02T01:24:36.000000,98
video_1151417953988849664,,We're eating #lemon on this #foodreviews. Yummmmmmm!!!!!,2028,2014-12-02T04:14:06.000000,826
video_1151438803857186816,,following me on my instagram @ moryfofana,1378,2014-12-02T05:36:57.000000,64
video_1151751082146471936,,TV Shows Be Like... 😂😂😭😭 #theyScanlous #YouBeHavinToWaitAWeek,5440,2014-12-03T02:17:50.000000,304
video_1152013993666629632,,awkward. 😅 // ashley,1394,2014-12-03T19:42:33.000000,144
video_1152035731439788032,,"""I can't breathe."" #EricGarner #LastWords Source: ForeverStars on YouTube #BlackLivesMatter 3/3",1581,2014-12-03T21:08:56.000000,522
video_1152048842963853312,,Am i right? #relatable #mikebrown #ferguson #protest,76,2014-12-03T22:01:02.000000,88
