source,target,creation_time
video_1160687030888706048,media_session_1160687030888706048,2014-12-27T18:06:06.000000
video_1160855446715092992,media_session_1160855446715092992,2014-12-28T05:15:20.000000
video_1160900609034358784,media_session_1160900609034358784,2014-12-28T08:14:47.000000
video_1161011745188642816,media_session_1161011745188642816,2014-12-28T15:36:24.000000
video_1161096355180343296,media_session_1161096355180343296,2014-12-28T21:12:37.000000
video_1161153849332068352,media_session_1161153849332068352,2014-12-29T01:01:04.000000
video_1161274434586574848,media_session_1161274434586574848,2014-12-29T09:00:14.000000
video_1161351608429625344,media_session_1161351608429625344,2014-12-29T14:06:54.000000
video_1161367022081286144,media_session_1161367022081286144,2014-12-29T15:08:09.000000
video_1161394357018984448,media_session_1161394357018984448,2014-12-29T16:56:46.000000
video_1161460481937096704,media_session_1161460481937096704,2014-12-29T21:19:31.000000
video_1161504489703194624,media_session_1161504489703194624,2014-12-30T00:14:24.000000
video_1161576632339873792,media_session_1161576632339873792,2014-12-30T05:01:04.000000
video_1161738248465584128,media_session_1161738248465584128,2014-12-30T15:43:16.000000
video_1161761878444322816,media_session_1161761878444322816,2014-12-30T17:17:10.000000
video_1161768321448910848,media_session_1161768321448910848,2014-12-30T17:42:46.000000
video_1161834111133155329,media_session_1161834111133155329,2014-12-30T22:04:11.000000
video_1161854419499900928,media_session_1161854419499900928,2014-12-30T23:24:53.000000
video_1161944831988289536,media_session_1161944831988289536,2014-12-31T05:24:09.000000
video_1161979387932291072,media_session_1161979387932291072,2014-12-31T07:41:28.000000
video_1162164653938376704,media_session_1162164653938376704,2014-12-31T19:57:39.000000
video_1162171218322206720,media_session_1162171218322206720,2014-12-31T20:23:44.000000
video_1162188993182695424,media_session_1162188993182695424,2014-12-31T21:34:22.000000
video_1162257615913467904,media_session_1162257615913467904,2015-01-01T02:07:03.000000
video_1162527278816165888,media_session_1162527278816165888,2015-01-01T19:58:35.000000
video_1162579099936542720,media_session_1162579099936542720,2015-01-01T23:24:31.000000
video_1162580603787464704,media_session_1162580603787464704,2015-01-01T23:30:29.000000
video_1162626868445327360,media_session_1162626868445327360,2015-01-02T02:34:19.000000
video_1162654097317531648,media_session_1162654097317531648,2015-01-02T04:22:31.000000
video_1162671506677997568,media_session_1162671506677997568,2015-01-02T05:31:42.000000
video_1162892916084375552,media_session_1162892916084375552,2015-01-02T20:11:30.000000
video_1162968975672778752,media_session_1162968975672778752,2015-01-03T01:13:44.000000
video_1162995993596370944,media_session_1162995993596370944,2015-01-03T03:01:06.000000
video_1163154798393061376,media_session_1163154798393061376,2015-01-03T13:32:08.000000
video_1163260773993480192,media_session_1163260773993480192,2015-01-03T20:33:14.000000
video_1163434661226446848,media_session_1163434661226446848,2015-01-04T08:04:12.000000
video_1163561219811172352,media_session_1163561219811172352,2015-01-04T16:27:06.000000
video_1163579451632771072,media_session_1163579451632771072,2015-01-04T17:39:33.000000
video_1163626828175691776,media_session_1163626828175691776,2015-01-04T20:47:48.000000
video_1163980691873357824,media_session_1163980691873357824,2015-01-05T20:13:56.000000
video_1164065840933773312,media_session_1164065840933773312,2015-01-06T01:52:17.000000
video_1164091195023306752,media_session_1164091195023306752,2015-01-06T03:33:02.000000
video_1164288224353816576,media_session_1164288224353816576,2015-01-06T16:35:58.000000
video_1164406383115116544,media_session_1164406383115116544,2015-01-07T00:25:29.000000
video_1164774910267441152,media_session_1164774910267441152,2015-01-08T00:49:53.000000
video_1164828038630879232,media_session_1164828038630879232,2015-01-08T04:20:59.000000
video_1164855192760602624,media_session_1164855192760602624,2015-01-08T06:08:53.000000
video_1165086499860275200,media_session_1165086499860275200,2015-01-08T21:28:01.000000
video_1165174042676912128,media_session_1165174042676912128,2015-01-09T03:15:53.000000
video_1165506062229676032,media_session_1165506062229676032,2015-01-10T01:15:13.000000
video_1165738614752411648,media_session_1165738614752411648,2015-01-10T16:39:18.000000
video_1165764066229542912,media_session_1165764066229542912,2015-01-10T18:20:26.000000
video_1165783210110701568,media_session_1165783210110701568,2015-01-10T19:36:30.000000
video_1165856327927750656,media_session_1165856327927750656,2015-01-11T00:27:03.000000
video_1165888095896649728,media_session_1165888095896649728,2015-01-11T02:33:17.000000
video_1166111009145245696,media_session_1166111009145245696,2015-01-11T17:19:03.000000
video_1166131397384433664,media_session_1166131397384433664,2015-01-11T18:40:04.000000
video_1166274181290512384,media_session_1166274181290512384,2015-01-12T04:07:27.000000
video_1166565010009370624,media_session_1166565010009370624,2015-01-12T23:23:06.000000
video_1166952370773897216,media_session_1166952370773897216,2015-01-14T01:02:20.000000
video_1166993514807304192,media_session_1166993514807304192,2015-01-14T03:45:49.000000
video_1167285168810471424,media_session_1167285168810471424,2015-01-14T23:04:45.000000
video_1167324347300724736,media_session_1167324347300724736,2015-01-15T01:40:26.000000
video_1167671471288844288,media_session_1167671471288844288,2015-01-16T00:39:47.000000
video_1167693037900857344,media_session_1167693037900857344,2015-01-16T02:05:28.000000
video_1167724898471256064,media_session_1167724898471256064,2015-01-16T04:12:05.000000
video_1167795973586853888,media_session_1167795973586853888,2015-01-16T08:54:30.000000
video_1167971795727470592,media_session_1167971795727470592,2015-01-16T20:33:09.000000
video_1168252445500276736,media_session_1168252445500276736,2015-01-17T15:08:22.000000
video_1168320669927215104,media_session_1168320669927215104,2015-01-17T19:39:28.000000
video_1168334899766272000,media_session_1168334899766272000,2015-01-17T20:36:00.000000
video_1168346839330738176,media_session_1168346839330738176,2015-01-17T21:23:27.000000
video_1168389164421763072,media_session_1168389164421763072,2015-01-18T00:11:38.000000
video_1168612975406645248,media_session_1168612975406645248,2015-01-18T15:00:59.000000
video_1168651744683921408,media_session_1168651744683921408,2015-01-18T17:35:02.000000
video_1168674303898976256,media_session_1168674303898976256,2015-01-18T19:04:40.000000
video_1168806492346982400,media_session_1168806492346982400,2015-01-19T03:49:57.000000
video_1169048030134378496,media_session_1169048030134378496,2015-01-19T19:49:44.000000
video_1169050854352097280,media_session_1169050854352097280,2015-01-19T20:00:57.000000
video_1169093466169511936,media_session_1169093466169511936,2015-01-19T22:50:17.000000
video_1169158296855359488,media_session_1169158296855359488,2015-01-20T03:07:53.000000
video_1169169185545318400,media_session_1169169185545318400,2015-01-20T03:51:09.000000
video_1169358143893966848,media_session_1169358143893966848,2015-01-20T16:22:01.000000
video_1169427455535419392,media_session_1169427455535419392,2015-01-20T20:57:26.000000
video_1169489874899066880,media_session_1169489874899066880,2015-01-21T01:05:28.000000
video_1169494844386037760,media_session_1169494844386037760,2015-01-21T01:25:13.000000
video_1169509008340873216,media_session_1169509008340873216,2015-01-21T02:21:30.000000
video_1169688255890186240,media_session_1169688255890186240,2015-01-21T14:13:45.000000
video_1170095958982549504,media_session_1170095958982549504,2015-01-22T17:13:49.000000
video_1170173033755934720,media_session_1170173033755934720,2015-01-22T22:20:06.000000
video_1170303946817167360,media_session_1170303946817167360,2015-01-23T07:00:18.000000
video_1170465736184012800,media_session_1170465736184012800,2015-01-23T17:43:11.000000
video_1170466885566111744,media_session_1170466885566111744,2015-01-23T17:47:45.000000
video_1170556890108088320,media_session_1170556890108088320,2015-01-23T23:45:24.000000
video_1170871500140666880,media_session_1170871500140666880,2015-01-24T20:35:33.000000
video_1170976393530941440,media_session_1170976393530941440,2015-01-25T03:32:21.000000
video_1171065124103041024,media_session_1171065124103041024,2015-01-25T09:24:56.000000
video_1171237779695689728,media_session_1171237779695689728,2015-01-25T20:51:01.000000
video_1171260118231326721,media_session_1171260118231326721,2015-01-25T22:19:47.000000
video_1171278643926863872,media_session_1171278643926863872,2015-01-25T23:33:24.000000
video_1171672626838544384,media_session_1171672626838544384,2015-01-27T01:38:56.000000
video_1171707907222761472,media_session_1171707907222761472,2015-01-27T03:59:08.000000
video_1172007640122183680,media_session_1172007640122183680,2015-01-27T23:50:10.000000
video_1172034196974489600,media_session_1172034196974489600,2015-01-28T01:35:41.000000
video_1172059693724884992,media_session_1172059693724884992,2015-01-28T03:17:00.000000
video_1172089525221363712,media_session_1172089525221363712,2015-01-28T05:15:33.000000
video_1172294545229434880,media_session_1172294545229434880,2015-01-28T18:50:13.000000
video_1172495009132781568,media_session_1172495009132781568,2015-01-29T08:06:48.000000
video_1172688614447071232,media_session_1172688614447071232,2015-01-29T20:56:07.000000
video_1172703605590056960,media_session_1172703605590056960,2015-01-29T21:55:41.000000
video_1172707363586002944,media_session_1172707363586002944,2015-01-29T22:10:37.000000
video_1172723682289004544,media_session_1172723682289004544,2015-01-29T23:15:28.000000
video_1172735260652687360,media_session_1172735260652687360,2015-01-30T00:01:28.000000
video_1172805293197914112,media_session_1172805293197914112,2015-01-30T04:39:45.000000
video_1173054632894054400,media_session_1173054632894054400,2015-01-30T21:10:32.000000
video_1173106996371677184,media_session_1173106996371677184,2015-01-31T00:38:37.000000
video_1173117061120327680,media_session_1173117061120327680,2015-01-31T01:18:36.000000
video_1173177027818323968,media_session_1173177027818323968,2015-01-31T05:16:54.000000
video_1173253347336237056,media_session_1173253347336237056,2015-01-31T10:20:09.000000
video_1173331691574583296,media_session_1173331691574583296,2015-01-31T15:31:28.000000
video_1173344250096697344,media_session_1173344250096697344,2015-01-31T16:21:22.000000
video_1173345217597095936,media_session_1173345217597095936,2015-01-31T16:25:13.000000
video_1173457572985225216,media_session_1173457572985225216,2015-01-31T23:51:41.000000
video_1173698181440397312,media_session_1173698181440397312,2015-02-01T15:47:46.000000
video_1173764731941654528,media_session_1173764731941654528,2015-02-01T20:12:13.000000
video_1173788073822248960,media_session_1173788073822248960,2015-02-01T21:44:58.000000
video_1173871042415198208,media_session_1173871042415198208,2015-02-02T03:14:39.000000
video_1173871317838430208,media_session_1173871317838430208,2015-02-02T03:15:45.000000
video_1173882968301883392,media_session_1173882968301883392,2015-02-02T04:02:03.000000
video_1173883918076841984,media_session_1173883918076841984,2015-02-02T04:05:49.000000
video_1174139920647086080,media_session_1174139920647086080,2015-02-02T21:03:05.000000
video_1174178818253320192,media_session_1174178818253320192,2015-02-02T23:37:39.000000
video_1174190715665047552,media_session_1174190715665047552,2015-02-03T00:24:56.000000
video_1174223732999438336,media_session_1174223732999438336,2015-02-03T02:36:07.000000
video_1174245255768346624,media_session_1174245255768346624,2015-02-03T04:01:39.000000
video_1174312914862411776,media_session_1174312914862411776,2015-02-03T08:30:30.000000
video_1174521589077852160,media_session_1174521589077852160,2015-02-03T22:19:42.000000
video_1174566324454768640,media_session_1174566324454768640,2015-02-04T01:17:28.000000
video_1174852090141560832,media_session_1174852090141560832,2015-02-04T20:12:59.000000
video_1174867646131699712,media_session_1174867646131699712,2015-02-04T21:14:48.000000
video_1174929297677389824,media_session_1174929297677389824,2015-02-05T01:19:47.000000
video_1174956015058567168,media_session_1174956015058567168,2015-02-05T03:05:57.000000
video_1175171847919206400,media_session_1175171847919206400,2015-02-05T17:23:36.000000
video_1175237914666627072,media_session_1175237914666627072,2015-02-05T21:46:07.000000
video_1175534682763677696,media_session_1175534682763677696,2015-02-06T17:25:22.000000
video_1175799532286894080,media_session_1175799532286894080,2015-02-07T10:57:47.000000
video_1175909985952190464,media_session_1175909985952190464,2015-02-07T18:16:42.000000
video_1175946850696650752,media_session_1175946850696650752,2015-02-07T20:43:11.000000
video_1176245201720033280,media_session_1176245201720033280,2015-02-08T16:28:43.000000
video_1176398683009388544,media_session_1176398683009388544,2015-02-09T02:38:36.000000
video_1176404479424471040,media_session_1176404479424471040,2015-02-09T03:01:38.000000
video_1176409811588722689,media_session_1176409811588722689,2015-02-09T03:22:49.000000
video_1176423855544258560,media_session_1176423855544258560,2015-02-09T04:18:38.000000
video_1176468460994273280,media_session_1176468460994273280,2015-02-09T07:15:52.000000
video_1176770072732479488,media_session_1176770072732479488,2015-02-10T03:14:22.000000
video_1176833275743068160,media_session_1176833275743068160,2015-02-10T07:25:31.000000
video_1177065690230943744,media_session_1177065690230943744,2015-02-10T22:49:03.000000
video_1177099043068051456,media_session_1177099043068051456,2015-02-11T01:01:35.000000
video_1177102953841311744,media_session_1177102953841311744,2015-02-11T01:17:07.000000
video_1177141283874082816,media_session_1177141283874082816,2015-02-11T03:49:26.000000
video_1177434684763013120,media_session_1177434684763013120,2015-02-11T23:15:18.000000
video_1177470110844268544,media_session_1177470110844268544,2015-02-12T01:36:04.000000
video_1177505698758692864,media_session_1177505698758692864,2015-02-12T03:57:29.000000
video_1177781116413820928,media_session_1177781116413820928,2015-02-12T22:11:54.000000
video_1177969231829131264,media_session_1177969231829131264,2015-02-13T10:39:24.000000
video_1178132993827835904,media_session_1178132993827835904,2015-02-13T21:30:08.000000
video_1178177738159624192,media_session_1178177738159624192,2015-02-14T00:27:56.000000
video_1178264272132829184,media_session_1178264272132829184,2015-02-14T06:11:47.000000
video_1178391541912653824,media_session_1178391541912653824,2015-02-14T14:37:31.000000
video_1178447414039130112,media_session_1178447414039130112,2015-02-14T18:19:32.000000
video_1178457386067935232,media_session_1178457386067935232,2015-02-14T18:59:09.000000
video_1178473552777744384,media_session_1178473552777744384,2015-02-14T20:03:23.000000
video_1178570675292639232,media_session_1178570675292639232,2015-02-15T02:29:19.000000
video_1178583926424612864,media_session_1178583926424612864,2015-02-15T03:21:59.000000
video_1178591154238050304,media_session_1178591154238050304,2015-02-15T03:50:42.000000
video_1178861486844547072,media_session_1178861486844547072,2015-02-15T21:44:54.000000
video_1178927326902595584,media_session_1178927326902595584,2015-02-16T02:06:32.000000
video_1178927796794634240,media_session_1178927796794634240,2015-02-16T02:08:24.000000
video_1179210206551404544,media_session_1179210206551404544,2015-02-16T20:50:35.000000
video_1179602719028248576,media_session_1179602719028248576,2015-02-17T22:50:18.000000
video_1179657072758132736,media_session_1179657072758132736,2015-02-18T02:26:17.000000
video_1179668668150398976,media_session_1179668668150398976,2015-02-18T03:12:21.000000
video_1180058415821746176,media_session_1180058415821746176,2015-02-19T05:01:04.000000
video_1180304109229035520,media_session_1180304109229035520,2015-02-19T21:17:22.000000
video_1180317338965278720,media_session_1180317338965278720,2015-02-19T22:09:56.000000
video_1180639864811597824,media_session_1180639864811597824,2015-02-20T19:31:32.000000
video_1180641213356085248,media_session_1180641213356085248,2015-02-20T19:36:54.000000
video_1180688980115861504,media_session_1180688980115861504,2015-02-20T22:46:43.000000
video_1180727889881411584,media_session_1180727889881411584,2015-02-21T01:21:19.000000
video_1180765662835044352,media_session_1180765662835044352,2015-02-21T03:51:25.000000
video_1180985670383128576,media_session_1180985670383128576,2015-02-21T18:25:39.000000
video_1181066254816030720,media_session_1181066254816030720,2015-02-21T23:45:52.000000
video_1181136411290640384,media_session_1181136411290640384,2015-02-22T04:24:38.000000
video_1181186912598253568,media_session_1181186912598253568,2015-02-22T07:45:19.000000
video_1181354572539936768,media_session_1181354572539936768,2015-02-22T18:51:32.000000
video_1181463329286619136,media_session_1181463329286619136,2015-02-23T02:03:42.000000
video_1181490674051522560,media_session_1181490674051522560,2015-02-23T03:52:21.000000
video_1181756604215922688,media_session_1181756604215922688,2015-02-23T21:29:04.000000
video_1181848305580351488,media_session_1181848305580351488,2015-02-24T03:33:27.000000
video_931024405042184192,media_session_931024405042184192,2013-04-03T00:08:49.000000
video_934257439124123648,media_session_934257439124123648,2013-04-11T22:15:45.000000
video_934329487129214976,media_session_934329487129214976,2013-04-12T03:02:02.000000
video_943257274946842624,media_session_943257274946842624,2013-05-06T18:17:53.000000
video_944713893912158208,media_session_944713893912158208,2013-05-10T18:45:58.000000
video_945803943852818432,media_session_945803943852818432,2013-05-13T18:57:26.000000
video_948030343389270016,media_session_948030343389270016,2013-05-19T22:24:21.000000
video_948113155073118208,media_session_948113155073118208,2013-05-20T03:53:25.000000
video_949149610885136384,media_session_949149610885136384,2013-05-23T00:31:55.000000
video_951236509728641024,media_session_951236509728641024,2013-05-28T18:44:31.000000
video_951264650761265152,media_session_951264650761265152,2013-05-28T20:36:20.000000
video_951655802345795584,media_session_951655802345795584,2013-05-29T22:30:38.000000
video_957020593801347072,media_session_957020593801347072,2013-06-13T17:48:24.000000
video_957785592803020800,media_session_957785592803020800,2013-06-15T20:28:14.000000
video_958401254873264128,media_session_958401254873264128,2013-06-17T13:14:39.000000
video_958643388486467584,media_session_958643388486467584,2013-06-18T05:16:48.000000
video_965522693774626816,media_session_965522693774626816,2013-07-07T04:52:42.000000
video_973454446254489600,media_session_973454446254489600,2013-07-29T02:10:39.000000
video_974527514401964032,media_session_974527514401964032,2013-08-01T01:14:39.000000
video_975533569261043712,media_session_975533569261043712,2013-08-03T19:52:21.000000
video_978943102335553536,media_session_978943102335553536,2013-08-13T05:40:37.000000
video_981841413136666624,media_session_981841413136666624,2013-08-21T05:37:28.000000
video_981968717728935936,media_session_981968717728935936,2013-08-21T14:03:20.000000
video_982975898804736000,media_session_982975898804736000,2013-08-24T08:45:31.000000
video_985793023009226752,media_session_985793023009226752,2013-09-01T03:19:45.000000
video_986467756578951168,media_session_986467756578951168,2013-09-03T00:00:54.000000
video_987238296176463872,media_session_987238296176463872,2013-09-05T03:02:45.000000
video_987301818738839552,media_session_987301818738839552,2013-09-05T07:15:10.000000
video_987882919152558080,media_session_987882919152558080,2013-09-06T21:44:15.000000
video_988632692038025216,media_session_988632692038025216,2013-09-08T23:23:35.000000
video_989014494384701440,media_session_989014494384701440,2013-09-10T00:40:44.000000
video_990100922606993408,media_session_990100922606993408,2013-09-13T00:37:49.000000
video_990183429989871616,media_session_990183429989871616,2013-09-13T06:05:40.000000
video_990362753342521344,media_session_990362753342521344,2013-09-13T17:58:14.000000
video_990785422521245696,media_session_990785422521245696,2013-09-14T21:57:46.000000
video_991018949669957632,media_session_991018949669957632,2013-09-15T13:25:43.000000
video_991891149956562944,media_session_991891149956562944,2013-09-17T23:11:32.000000
video_993316994789093376,media_session_993316994789093376,2013-09-21T21:37:20.000000
video_994090244574011392,media_session_994090244574011392,2013-09-24T00:49:57.000000
video_994799845514846208,media_session_994799845514846208,2013-09-25T23:49:39.000000
video_995662050179371008,media_session_995662050179371008,2013-09-28T08:55:45.000000
video_995815198730706944,media_session_995815198730706944,2013-09-28T19:04:18.000000
video_996707969997684736,media_session_996707969997684736,2013-10-01T06:11:51.000000
video_997005163342798848,media_session_997005163342798848,2013-10-02T01:52:48.000000
video_997366810225803264,media_session_997366810225803264,2013-10-03T01:49:51.000000
video_998151007915950080,media_session_998151007915950080,2013-10-05T05:45:59.000000
video_999039695801720832,media_session_999039695801720832,2013-10-07T16:37:18.000000
video_999405517518561280,media_session_999405517518561280,2013-10-08T16:50:57.000000
video_999836029462667264,media_session_999836029462667264,2013-10-09T21:21:39.000000
