source,target,content,timestamp,comment_id
user_TNT SIMMONS,video_1025231522179231744,In confused are you gay or not I don't care if u r I just think ur hot,2014-02-08T18:47:46.000000,1025231522179231744_1044008624026263552
user_Junie B,video_1131786600502677504,Its so great when u get to do somthing like that it must make thoses kids feel like there on top of the world,2014-12-11T02:06:59.000000,1131786600502677504_1154647454650662912
user_Junie B,video_1147790913473802240,Ddddaaaaaamnnnnmm,2014-12-11T23:16:46.000000,1147790913473802240_1154967007280676864
user_Christian Payne,video_1008804987607896064,I agree with Shady Frags,2014-12-29T22:31:38.000000,1008804987607896064_1161478627704070144
user_Christian Payne,video_1145975873728655360,"Austin Lewis, Brendin Brooks",2014-11-19T02:20:30.000000,1145975873728655360_1146678324140126208
user_Tj Francis #steelers,video_1178927796794634240,Crap*,2015-02-23T05:37:36.000000,1178927796794634240_1181517160561139712
user_boo,video_1082024475463172096,Sab Bari,2015-01-28T18:04:29.000000,1082024475463172096_1172283032938663936
user_boo,video_1105272517608042496,Ifollowßäck bitch I'm actually livin the life and bitch I'll dm your fatass a pic of my flat tummy so your ass can see,2014-08-11T00:29:40.000000,1105272517608042496_1110411642711220224
user_Ada Anna,video_1132907236507746304,"Oh that's really cool, well, u look like u too know Each Other",2014-11-25T03:03:18.000000,1132907236507746304_1148863421572677632
user_lane sandifer,video_1153839686054285312,Thanks bud,2014-12-25T18:50:11.000000,1153839686054285312_1159973349468819456
user_Davien,video_1058237395197440000,Fake sorry,2014-03-21T04:06:08.000000,1058237395197440000_1058644654540951552
user_Serina Raza,video_1045523258935754752,No caps,2014-05-09T20:45:48.000000,1045523258935754752_1076653235193946112
user_Gavin 5544,video_1140092730949672960,I like your shots,2014-11-01T17:00:33.000000,1140092730949672960_1140376813777162240
user_kadeja,video_1173054632894054400,"Large impact, and the culture is what's fucked up, not the religion",2015-02-04T00:45:01.000000,1173054632894054400_1174558159348649984
user_LyfezGood,video_1010700490369089536,😭,2013-11-09T21:50:22.000000,1010700490369089536_1011077279771979776
user_LyfezGood,video_1169494844386037760,Crush the whole vibe. Lol,2015-01-21T20:22:47.000000,1169494844386037760_1169781125988667392
user_mehhh,video_1100966706026872832,😭😭😭😭😭❤️❤️❤️,2014-07-20T15:13:50.000000,1100966706026872832_1102661620662235136
user_Jasmine567891,video_1120196474228412416,Why do u sex with carpets,2014-09-08T21:39:28.000000,1120196474228412416_1120878061278359552
user_Smilin Sensachun,video_1071559888842489856,Crack is wack yo .,2014-04-28T09:49:37.000000,1071559888842489856_1072501834650095616
user_Smilin Sensachun,video_994090244574011392,Brown * 😏,2013-12-26T16:52:31.000000,994090244574011392_1028034553387843584
user_Kaitlin,video_1027437650183081984,WTF IS WRONG WIT YOU THIS IS ANIMAL ABUSE.,2014-01-09T21:19:40.000000,1027437650183081984_1033175215653457920
user_Kaitlin,video_1179657072758132736,bai ok she's so pretty,2015-02-19T00:58:57.000000,1179657072758132736_1179997483670315008
user_Ball Is Life (BVC CT),video_1147087383884611584,Joseph Siler but you followed me tho. Dumbass,2014-12-16T03:58:17.000000,1147087383884611584_1156487403092258816
user_Ball Is Life (BVC CT),video_1151131828892114944,What about Columbine? Plenty of white kids were shot,2015-01-01T20:26:06.000000,1151131828892114944_1162534202458419200
user_Ball Is Life (BVC CT),video_1173883918076841984,Hunter Kemp you're mad,2015-02-02T14:15:03.000000,1173883918076841984_1174037235901820928
user_Keeley Steffens,video_1154637880610746368,Bailey Weaver,2014-12-17T20:41:07.000000,1154637880610746368_1157102160945807360
user_Keeley Steffens,video_974527514401964032,Bailey Weaver,2014-12-21T18:07:39.000000,974527514401964032_1158513091420864512
user_Anaya,video_1026296025050148864,Reggie COUZ like its crazy lol like this dude was just talking so much shit under my vines like what? & they are stupid,2013-12-21T21:50:52.000000,1026296025050148864_1026297695628894208
user_Anaya,video_1035709331489832960,😂😂😂😂😂,2014-01-16T22:14:21.000000,1035709331489832960_1035725690311770112
user_Anaya,video_1080644237860691968,Premo yes lames has taken over hyped behind 3k followers 😂😂😩😩😩😴😴😴😴😴 text me bout dc meet,2014-05-21T05:37:13.000000,1080644237860691968_1080773236809142272
user_Z_19-6,video_1155999615620157440,Christian fuck off ew,2014-12-31T22:05:00.000000,1155999615620157440_1162196702351024128
user_Z_19-6,video_1181848305580351488,What a bitch,2015-02-24T15:45:40.000000,1181848305580351488_1182032573812416512
user_Miguel,video_1082811330043768832,Poor kitty's awwwww,2014-05-26T22:26:35.000000,1082811330043768832_1082839192494616576
user_Miguel,video_1088244090421846016,Geek,2014-06-16T10:21:35.000000,1088244090421846016_1090266886815821824
user_Miguel,video_1089386242933927936,Tylerbkd,2014-06-15T12:42:54.000000,1089386242933927936_1089940061388455936
user_Miguel,video_1118342327396659200,He fought like a champ,2014-09-05T05:31:44.000000,1118342327396659200_1119547358431141888
user_Miguel,video_1166952370773897216,Maya Anaya 🌚,2015-02-05T03:18:18.000000,1166952370773897216_1174959123624816640
user_Dakwanlilcuhh55,video_1180639864811597824,"Davonte__Mcclendon, Aaron Francis, Andrea",2015-03-01T14:32:00.000000,1180639864811597824_1183825971422674944
user_Sam Donovan,video_1153805453625622528,She writes her own stuff.,2014-12-24T19:49:44.000000,1153805453625622528_1159625946039721984
user_Sam Donovan,video_1173883918076841984,Hype Sports #pats Let them cry about it. Tom Brady. Best ever.,2015-02-02T15:52:50.000000,1173883918076841984_1174061843518509056
user_BlessTheUSA,video_1107714967882563584,Perfectly Matt pathetic fangirls 😂😂😂😂😂,2014-08-03T19:29:34.000000,1107714967882563584_1107799407010689024
user_BlessTheUSA,video_1178457386067935232,Walshy durp. Please let Jacks nuts go chicken head.,2015-02-14T20:57:25.000000,1178457386067935232_1178487147544702976
user_Best Sports Vines,video_1131786600502677504,I just realized that Dorian.,2015-01-01T00:08:50.000000,1131786600502677504_1162227868332683264
user_Best Sports Vines,video_1161460481937096704,Ravens,2014-12-30T01:34:50.000000,1161460481937096704_1161524734606118912
user_ABCDzifa,video_1154563101698543616,🙌🙌,2014-12-12T21:20:00.000000,1154563101698543616_1155300010259628032
user_Spazzlefox,video_1094470760749301760,Kayla Kilburn thanks :),2014-07-01T13:49:16.000000,1094470760749301760_1095754968532717568
user_Elaina Lorente,video_1035095956305125376,What did he do to u all day er day huh he didnt hurt you so just because he is better than you dont mean to hate 😑,2014-02-18T14:28:49.000000,1035095956305125376_1047567334258188288
user_Hannah Kirkland,video_1058279271862329344,I agree Jaysen,2014-03-20T15:13:57.000000,1058279271862329344_1058450328191664128
user_Theresa Qarana,video_1067325353481154560,Nash Grier,2014-04-19T21:12:30.000000,1067325353481154560_1069412195340816384
user_Yaritza Almonte,video_1054888765589991424,🎤Hi guys I'm new to vine mind checking out my singing ? Thank you ! 🎤,2014-03-11T01:33:35.000000,1054888765589991424_1054982387916337152
user_Yaritza Almonte,video_1100181285881724928,🎤Hi guys I know this is annoying but can you check out my singing ? Thank you !🎤,2014-07-14T00:42:50.000000,1100181285881724928_1100268097811697664
user_alison lawson,video_1131984583236198400,Kayley Newswanger,2014-10-14T20:03:15.000000,1131984583236198400_1133899807988117504
user_alison lawson,video_1170976393530941440,rauna curry-saner,2015-01-25T15:55:17.000000,1170976393530941440_1171163356422385664
user_Erummm,video_1149143832555147264,That song tho^,2014-11-25T22:32:09.000000,1149143832555147264_1149157574009290752
user_cataleya-31(HVC) 04-02-83,video_1090914499969650688,He's so damn cute. I want him,2014-06-21T20:44:19.000000,1090914499969650688_1092235541258330112
user_cataleya-31(HVC) 04-02-83,video_1109985167533064192,Hahaha. I still fuck my clothes up with irons. Lol,2014-08-16T07:27:09.000000,1109985167533064192_1112328648037425152
user_cataleya-31(HVC) 04-02-83,video_1175237914666627072,Omg 😂😂😂😂😂😂,2015-02-06T01:32:56.000000,1175237914666627072_1175294994870054912
user_cataleya-31(HVC) 04-02-83,video_1181354572539936768,Aw,2015-03-12T22:38:46.000000,1181354572539936768_1187934737923534848
user_Braden & Rachael,video_1040017863920017408,Marriage is defined as a commitment between one man abd one woman.,2014-01-29T05:39:24.000000,1040017863920017408_1040186345244463104
user_Shane Worley,video_1151417953988849664,When he said chew spit and shit flew out his nasty lemon mouth.,2015-01-16T02:10:39.000000,1151417953988849664_1167694340542402560
user_Shane Worley,video_1173871317838430208,Dylan Caul hate seahawks,2015-02-26T17:40:31.000000,1173871317838430208_1182786249682046976
user_Austin,video_1082666054314094592,"What a disrespectful inbred cunt, fuck off you complete faggot and go bum the other 4 queers.",2014-05-26T16:05:41.000000,1082666054314094592_1082743334524567552
user_Austin,video_1108881566114979840,Andrew Frickel,2014-08-16T08:30:51.000000,1108881566114979840_1112344675693850624
user_Austin,video_1121250455540867072,Wats the song,2014-09-09T23:46:57.000000,1121250455540867072_1121272529680744448
user_Austin,video_1134908868867313664,Fake,2014-10-24T21:07:19.000000,1134908868867313664_1137539813093052416
user_Austin,video_1137491857195315200,Fake,2014-11-02T18:16:07.000000,1137491857195315200_1140758218914545664
user_Austin,video_1148862471034011648,I'm going to throw up,2014-11-30T10:08:54.000000,1148862471034011648_1150782466097905664
user_Austin,video_1153877774747004928,Fuck you,2014-12-09T19:19:02.000000,1153877774747004928_1154182401959096320
user_Austin,video_1178264272132829184,Satan👹👹👹,2015-02-14T23:17:53.000000,1178264272132829184_1178522499290644480
user_Austin,video_1180058415821746176,Cowzbach,2015-02-20T02:32:10.000000,1180058415821746176_1180383330651516928
user_Austin,video_974527514401964032,Rob Bessac,2015-02-01T17:57:02.000000,974527514401964032_1173730713649221632
user_Rebecca,video_1001397703332573184,Aly Patterson this is awesome!!!!,2013-10-14T05:36:38.000000,1001397703332573184_1001410146422890496
user_Rebecca,video_1056396634285637632,Not all of them,2014-03-14T23:19:03.000000,1056396634285637632_1056398080078954496
user_Rebecca,video_1059574871014674432,Why are people hatin on u Ramee Beool,2014-03-24T02:54:27.000000,1059574871014674432_1059713780688486400
user_Rebecca,video_1095446517768163328,Ok but don't say the n word thanks,2014-07-01T03:41:15.000000,1095446517768163328_1095601955969118208
user_Rebecca,video_1144852046810681344,"Alexis Ayres, Abby M 😂😂",2015-03-14T02:16:49.000000,1144852046810681344_1188352001785114624
user_Rebecca,video_1170556890108088320,Ashley Sharp um,2015-01-24T18:27:18.000000,1170556890108088320_1170839223910445056
user_Kadyn Mccune,video_1064324203748175872,Carley M,2014-05-18T20:05:05.000000,1064324203748175872_1079904480834822144
user_Elma Rufael,video_1018399483828326400,ODD FUTURE WOLF GANG KILL THEM ALL,2015-03-30T18:11:21.000000,1018399483828326400_1194390423029067776
user_DXLA,video_1149097542819139584,Meraaa,2014-12-03T04:23:14.000000,1149097542819139584_1151782641679347712
user_DXLA,video_1165086499860275200,Meraaa,2015-01-10T16:21:20.000000,1165086499860275200_1165734095192559616
user_ash(turn)on,video_1141606450175594496,Just A Lama yay,2014-11-05T14:30:16.000000,1141606450175594496_1141788543354630144
user_ash(turn)on,video_1089363733589180416,literally kaytlyn azalea,2014-08-05T02:08:47.000000,1089363733589180416_1108262259580346368
user_jessica karam,video_1095990868877398016,"Jezel F,.!) look",2014-07-03T12:05:57.000000,1095990868877398016_1096453742611841024
user_Caitlyn,video_1144089309163761664,Megan,2014-11-18T22:37:07.000000,1144089309163761664_1146622106990481408
user_Caitlyn,video_1146973250014863360,Marti The Dachshund ...,2014-11-23T21:02:30.000000,1146973250014863360_1148410233815756800
user_BombshellCali,video_1066305683928035328,😂😂😂 ! GOD LOVES EVERYONE !,2014-04-11T21:30:48.000000,1066305683928035328_1066517698827395072
user_BombshellCali,video_1074178615274520576,😂😂😂😂😩😂😂 mannn is this real?!? RTYGH,2014-05-14T21:11:28.000000,1074178615274520576_1078471632756305920
user_Amanda Cook,video_1172495009132781568,#bringingitback #22jumpstreet #celebrate #celebrate #forevergone #soloselfie #nordstorm #freestylefun #theclumsyshopper,2015-01-29T08:08:05.000000,1172495009132781568_1172495335424409600
user_Emily Gage,video_1035095956305125376,chief waKiL,2014-02-23T01:39:09.000000,1035095956305125376_1049185582708043776
user_Abby Glass,video_1172703605590056960,Ya Ian storck,2015-02-01T07:21:58.000000,1172703605590056960_1173570890597036032
user_Jonny,video_1045940810706726912,Justin Bennin garrett😔,2014-02-26T03:35:43.000000,1045940810706726912_1050302079320645632
user_Jonny,video_1046262244998258688,This is gay you just kissed another guy,2014-02-15T03:54:43.000000,1046262244998258688_1046320594347757568
user_Aly,video_1054888765589991424,mr w right to speak about it,2014-03-11T12:23:11.000000,1054888765589991424_1055145862202056704
user_Andre Martinez,video_1137491857195315200,Real,2015-02-28T19:26:50.000000,1137491857195315200_1183537783479083008
user_Andre Martinez,video_1144054832739561472,Respect,2014-11-12T02:32:21.000000,1144054832739561472_1144144588492488704
user_Jesse Calvillo,video_1066477558595461120,Brendon McNerney Brendon > anyone,2014-04-11T19:44:56.000000,1066477558595461120_1066491059292536832
user_Locked in Darkness,video_1169688255890186240,kid who wanted to be funny but ol boy wasnt in the mood for that,2015-02-13T15:04:20.000000,1169688255890186240_1178035904992919552
user_Leroy Jenkins,video_1058275301689892864,Actually yes I fucking can Destiny Middleton,2014-03-20T08:07:49.000000,1058275301689892864_1058343089598550016
user_Rigo Araujo,video_1059574871014674432,Dave Brown,2014-03-30T21:22:24.000000,1059574871014674432_1062166932440166400
user_✧ chaos edits ✧,video_1181490674051522560,vogue stars NEBSHSKAK THAJKY LYOU,2015-02-23T03:57:26.000000,1181490674051522560_1181491952861286400
user_Tailor_Made™,video_1104202583716896768,Anymore twerk vines?,2014-09-12T05:55:04.000000,1104202583716896768_1122089944693768192
user_Kenya,video_1124193149447798784,Awww,2014-09-19T01:17:13.000000,1124193149447798784_1124556739061170176
user_Kenya,video_1129971720628121600,😂😂😂😂  Kae,2014-10-04T18:54:44.000000,1129971720628121600_1130258690021244928
user_Zdub,video_1145975873728655360,Jayla Lewis what would you do?,2014-12-16T01:47:42.000000,1145975873728655360_1156454541643149312
user_Kate Mclendon,video_1017875065444130816,Anna Wells  I AM LAUGHINH WAY TO HARD😂😂😂😂😭😭😭😭,2013-11-29T01:41:38.000000,1017875065444130816_1018020848382484480
user_Kate Mclendon,video_1169048030134378496,Sydney Johnson,2015-01-19T20:57:26.000000,1169048030134378496_1169065069154639872
user_Rodolfo Rojas,video_1179657072758132736,I miss you,2015-02-18T02:28:00.000000,1179657072758132736_1179657507086737408
user_mattblackstock,video_1054888765589991424,#blackstockfavs,2014-03-10T20:38:02.000000,1054888765589991424_1054908010377412608
user_mattblackstock,video_1065408203174641664,#blackstockfavs,2014-04-09T05:40:48.000000,1065408203174641664_1065553847155671040
user_Ana_098,video_1149178946789986304,hai okay,2015-01-13T03:48:20.000000,1149178946789986304_1166631761636212736
user_•obey the vamps•,video_1167724898471256064,Oooooooo I was the first comment! #accomplishment,2015-01-16T04:13:19.000000,1167724898471256064_1167725212045905920
user_ronaldo revines,video_1101188683316801536,That is creppy,2014-07-26T02:01:20.000000,1101188683316801536_1104636508662874112
user_Anders Jørgensen,video_1075400357594677248,KongAnders så det ahhaha,2014-06-02T12:11:50.000000,1075400357594677248_1085221198906134528
user_Steven Casallas,video_1111193671526916096,THE GIRL ON THE RIGHT IS ON BEAT KRNDISJDHSJDNDKD,2014-08-14T15:51:48.000000,1111193671526916096_1111730870471073792
user_Cade Feels,video_1027371347221045248,of you and it's making their dick hard. fucking pathetic honestly.,2013-12-24T22:30:22.000000,1027371347221045248_1027394802360483840
user_Timothy Hudson,video_1178264272132829184,Backmen,2015-02-19T23:28:21.000000,1178264272132829184_1180337069856337920
user_ANGEL,video_1120215944149819392,somekidthatsjesse yassss i love it,2014-09-20T20:13:02.000000,1120215944149819392_1125204962054443008
user_Patrick Deveney,video_1153805453625622528,Sooo true,2015-03-23T03:53:24.000000,1153805453625622528_1191637796688125952
user_Synnøve Gribbestad,video_1170871500140666880,This,2015-01-26T20:01:47.000000,1170871500140666880_1171587779973537792
user_Marginalized,video_1051013843955957760,Dat Self defense tho,2014-02-28T04:50:21.000000,1051013843955957760_1051045637291966464
user_Marginalized,video_1081770339480018944,Niggas jus back up like its a deadbody,2014-09-02T22:16:09.000000,1081770339480018944_1118712963239407616
user_Marginalized,video_1104632605485494272,Shhiiiiit THIS IS THE MOST FACTUAL SHIT IVE EVER SEEN IF U KNOW YO HISTORY NIGGA,2014-07-26T02:22:10.000000,1104632605485494272_1104641748371709952
user_Marginalized,video_1122388125185138688,💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀💀,2014-09-13T02:15:18.000000,1122388125185138688_1122397025753874432
user_Marginalized,video_1133597792259268608,And u know social media is the place to voice all hate and dislike No matter how childish or retarded it may be,2014-10-14T07:08:04.000000,1133597792259268608_1133704728962826240
user_Marginalized,video_1152375978807496704,Moscato™,2014-12-04T20:47:12.000000,1152375978807496704_1152392651526844416
user_STAR GAZER DASH,video_1064324203748175872,Exactly ⚡☑Josh And Gabe☑⚡,2014-08-14T16:20:17.000000,1064324203748175872_1111738040423997440
user_Ben McGhee,video_1071611451216748544,"Latrell folks, that's why so many southerners are racist. (In which I'm not racist) Because of people like that.",2014-04-26T04:16:10.000000,1071611451216748544_1071693143528935424
user_Gordon Love,video_1097110443434311680,Ari Edits Bæ you seem nice. Fag,2014-07-20T22:30:17.000000,1097110443434311680_1102771457592868864
user_Melanie C,video_1132791665380470784,Luanis Perez7 Caption,2014-10-30T20:37:15.000000,1132791665380470784_1139706572851826688
user_KXYLA,video_1164828038630879232,Maddie Majikas,2015-01-09T02:57:44.000000,1164828038630879232_1165169475092676608
user_KXYLA,video_1174867646131699712,"Maddie Majikas, ItsMeBea",2015-03-01T21:15:10.000000,1174867646131699712_1183927434790440960
user_Kylee,video_1152796309452173312,Damn,2015-02-07T03:51:20.000000,1152796309452173312_1175692210600050688
user_Kylee,video_1158208932159123456,Wtf 😂👌,2014-12-20T22:01:18.000000,1158208932159123456_1158209504522223616
user_Kerri Huchton,video_1145975873728655360,Miguel Renteria,2014-12-18T04:24:19.000000,1145975873728655360_1157218731798175744
user_PreciousXO,video_1062801916175974400,"Dylan Oxendine you probably never even traveled, so ignorant",2014-09-06T22:51:32.000000,1062801916175974400_1120171421121875968
user_PreciousXO,video_1111633371961946112,What was up..,2014-08-26T12:03:37.000000,1111633371961946112_1116022101254569984
user_LindSanityy,video_1006719408925827072,Lauren LaFlare lmaooo,2013-11-10T14:23:09.000000,1006719408925827072_1011327124348526592
user_LindSanityy,video_1095446517768163328,Lauren LaFlare ..,2014-07-01T04:34:15.000000,1095446517768163328_1095615292941475840
user_Gino,video_1055729335686066176,POGmatic,2014-03-13T04:58:48.000000,1055729335686066176_1055758807684284416
user_Gino,video_1118342327396659200,Jaelynnn! Scope bra square up lmaooooooo,2014-09-11T05:49:35.000000,1118342327396659200_1121726176302358528
user_Gino,video_1145255386925215744,Whats the song,2014-11-26T11:47:46.000000,1145255386925215744_1149357795221864448
user_#I FOLLOW BACK !,video_1108563930927824896,I would have kicked her ass,2014-11-29T16:00:48.000000,1108563930927824896_1150508637643599872
user_(づ｡◕‿‿◕｡)づ,video_1050549294417457152,Idiot,2014-03-08T04:17:17.000000,1050549294417457152_1053936417212420096
user_(づ｡◕‿‿◕｡)づ,video_1073365057221664768,i like you,2014-04-30T19:03:26.000000,1073365057221664768_1073365984661925888
user_9GOTTI COUNTRY GOD,video_1154631183800373248,Shit i would hit it and kill it,2014-12-11T14:41:09.000000,1154631183800373248_1154837245317324800
user_9GOTTI COUNTRY GOD,video_1162671506677997568,Twerk to one of my songs https://soundcloud.com/9gotti,2015-01-05T18:31:30.000000,1162671506677997568_1163954913529782272
user_DatPrettyG #ChillinoisGxng,video_1123093323410776064,ciera ok 😐 your crazy 😂 but I still love u,2014-09-24T21:50:45.000000,1123093323410776064_1126679106185281536
user__CG_,video_1075323229281083392,The diabetes is real 😂,2014-05-13T00:17:16.000000,1075323229281083392_1077793617080385536
user__CG_,video_1147331269718618112,What!?,2014-11-20T21:36:49.000000,1147331269718618112_1147331709742837760
user_Kesha,video_958643388486467584,U r so funny...love this!  :-),2013-06-19T03:48:22.000000,958643388486467584_958983522729779200
user_gamzee makara,video_1017875065444130816,Knife party: destroy them with lazers,2013-11-30T07:21:31.000000,1017875065444130816_1018468771012272128
user_Dan,video_1153877774747004928,Suck my balls fatass,2014-12-08T23:48:12.000000,1153877774747004928_1153887751486537728
user_Dan,video_1178927326902595584,RIP,2015-02-17T21:00:53.000000,1178927326902595584_1179575184416718848
user_american-horror-story-<3,video_1108574561156370432,Oh livvien_mae ❌❌😷,2014-12-08T21:09:07.000000,1108574561156370432_1153847717211320320
user_Hailey Justin,video_1165764066229542912,666 the savior will rise and kill all god-worshipers,2015-02-10T22:41:46.000000,1165764066229542912_1177063859102560256
user_Kojo Otchere,video_1144357237079343104,Khaled H Agha i die every time I see this ahah,2014-11-19T19:13:16.000000,1144357237079343104_1146933196273942528
user_Kojo Otchere,video_1180639864811597824,KingBoost wowwwww,2015-03-05T07:36:37.000000,1180639864811597824_1185170988976041984
"user_Ben ""THE BOSS"" Baker",video_1047619465950736384,Little kid was buck ass nude lol,2014-02-25T06:26:37.000000,1047619465950736384_1049982700393480192
user_CRYSTAL JAS,video_1095446517768163328,MeLJaM lol what ?,2014-07-01T08:11:38.000000,1095446517768163328_1095670000582291456
user_Allice Nefari (capt. of squad 7),video_1064324203748175872,Comment if you don't give a shit and for people to leave that shit on Facebook,2015-02-15T17:32:03.000000,1064324203748175872_1178797853192458240
user_Allice Nefari (capt. of squad 7),video_1115144120886087680,#Handiesforeveryone,2014-09-19T22:15:51.000000,1115144120886087680_1124873481033867264
user_mimi,video_1010700490369089536,Ace 😂😂😂😂😂😂😂😂😂😩😩😩,2013-11-10T20:46:19.000000,1010700490369089536_1011423549249998848
user_mimi,video_1096623496114692096,yung shrimp me towards everyone at school,2014-11-03T22:16:06.000000,1096623496114692096_1141181001112989696
user_mimi,video_1117944738956627968,because females are fucking stupid as hell sometimes,2014-09-01T00:37:46.000000,1117944738956627968_1118023828455796736
user_mimi,video_1157842244938698752,"Tamara Jdolla, Zoey",2014-12-19T22:12:51.000000,1157842244938698752_1157850022046765056
user_mimi,video_1160900609034358784,oh and I think we all love lil ebola he just wanted us to roast him,2014-12-28T08:25:05.000000,1160900609034358784_1160903201634086912
user_Bling-Bling,video_1008804987607896064,Just say revine this if u know he loves you,2014-12-07T10:44:30.000000,1008804987607896064_1153328141138612224
user_Camden oberndorfer,video_1090702573801021440,ICutMyself ^,2014-10-25T01:50:24.000000,1090702573801021440_1137611049994981376
user_ItsATsWorld,video_1051013843955957760,😂😂😂😂😂😂 yup,2014-03-25T17:28:27.000000,1051013843955957760_1060296114869624832
user_ItsATsWorld,video_999039695801720832,😂,2013-10-07T16:41:43.000000,999039695801720832_999040808227573760
user_Andre'e O'Neal,video_1053817084393508864,Lol Anna,2014-03-07T20:26:15.000000,1053817084393508864_1053817878019248128
user_Andre'e O'Neal,video_1054888765589991424,Jessssiiii 😆,2014-03-14T23:05:44.000000,1054888765589991424_1056394729413541888
user_person,video_1045523258935754752,it says that one friend that's always competing with you even if their not good claire,2014-02-18T11:04:50.000000,1045523258935754752_1047515998867116032
user_person,video_1180304109229035520,Dope😍❤️❤️❤️❤️❤️❤️❤️❤️,2015-03-12T23:11:48.000000,1180304109229035520_1187943053038931968
user_Cece,video_1047214355399462912,Its Just Jordyn lol I can see Rick Ross saying that for real tho lmfao,2014-02-21T17:05:24.000000,1047214355399462912_1048693902430838784
user_Cece,video_1150217176888815616,Good song guys,2014-11-28T20:57:04.000000,1150217176888815616_1150220808564699137
user_Cece,video_1160414289270632448,geri THIS IS IT THIS WAS WHAT I WAS TELLING U AJSHSKAKA,2015-01-09T03:17:09.000000,1160414289270632448_1165174359560945664
user_Cece,video_1173883918076841984,Ah yes! The Vines I've been waiting for,2015-02-02T04:07:24.000000,1173883918076841984_1173884314992459776
user_efil4zaggin,video_1088606388550275072,Bruhhhhhh what??? Take yo ass back to Europe y'all whites stole the US this is the native Americans bitch,2014-06-11T20:59:23.000000,1088606388550275072_1088615451321360384
user_efil4zaggin,video_1148898679500255232,BIRDGANG them weak ass eagles bout to get they ass whooped by my boys today too,2014-11-27T15:20:38.000000,1148898679500255232_1149773751177629696
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1152375978807496704,lol mi bad mi thought mi tagged yuh Moscato™ mi bad👊😂btw yuh get mi vm👀⁉️,2014-12-04T20:57:20.000000,1152375978807496704_1152395201692717056
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1017316387020218368,BlessUP👊👊👊👊👊Nitti Nunes,2014-04-02T16:03:17.000000,1017316387020218368_1063173784594497536
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1065408203174641664,Niceeeeeeee✊😎✊MarksBasementRecords,2014-04-08T20:26:21.000000,1065408203174641664_1065414315126951936
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1108179423997366272,😂😂😂😂😂😂😂😂😂😂😂😂😂,2014-08-04T21:23:07.000000,1108179423997366272_1108190372087169024
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1152035731439788032,😔,2014-12-04T20:27:55.000000,1152035731439788032_1152387797408235520
user_™djcнrιѕѕaydιѕнoттa✊repιnᗪ6&876,video_1178927326902595584,YES ONE OF DI BODDEST RAPPERS #RIPBIGL👊TheOldSchool,2015-02-16T02:40:03.000000,1178927326902595584_1178935764059324416
user_StreetsTV,video_1058940543196979200,Salute bruh bruh GLOBOYRell bitch u can lick my shaft😂😂😂😭😭😭😭😩 SmoothAssJas,2014-03-22T06:13:15.000000,1058940543196979200_1059039032253849600
user_Remi,video_1003042166966312960,Nigerian all day,2014-01-12T05:40:27.000000,1003042166966312960_1034026017117163520
user_Remi,video_1142295750332801024,Fredrik Grimsrud,2014-11-25T19:02:00.000000,1142295750332801024_1149104684187959296
user_phlooseleaf,video_1150217176888815616,INSANE DUBSTEP Ya Ik but what song is it?,2014-12-05T00:15:26.000000,1150217176888815616_1152445055051976704
user_Awesome soccer goals and skills,video_1171260118231326721,Nice skill move 😅😎 Neymar,2015-01-26T22:46:53.000000,1171260118231326721_1171629329436897280
user_Jessica Bogan,video_1006719408925827072,Raven Bach,2014-04-02T02:11:57.000000,1006719408925827072_1062964575999336448
user_Jessica Bogan,video_1047662801553936384,Dylan David Green Ramirez,2014-03-28T21:06:56.000000,1047662801553936384_1061438264613158912
user_Justine,video_1095446517768163328,😂😂🙌🙌🙌,2014-07-01T03:39:22.000000,1095446517768163328_1095601480674729984
user_Justine,video_1144141477287514112,EwSinger mature @,2014-12-07T18:34:34.000000,1144141477287514112_1153446438412738560
user_Mari,video_1075288563576344576,You ever find out?,2014-05-06T23:57:55.000000,1075288563576344576_1075614418567680000
user_Mari,video_1087535147143827456,x'DD,2014-06-19T16:51:04.000000,1087535147143827456_1091452064816828416
user_Mari,video_994799845514846208,ur head look weird,2015-03-21T21:39:32.000000,994799845514846208_1191181324594413568
user_Alex Hoprich,video_1172688614447071232,I'm sad Emily Yasher,2015-03-24T20:27:30.000000,1172688614447071232_1192250358219866112
user_Alexis Babineaux,video_1134683032226336768,At first I couldn't see ricky,2014-10-17T00:35:28.000000,1134683032226336768_1134693091874623488
user_Branden Bagstad,video_1134908868867313664,Snipe Lacrosse,2014-10-23T00:30:54.000000,1134908868867313664_1136866269119778816
user_EliteKnight,video_1054888765589991424,xAshlyRosex love your attitude :D,2014-03-10T22:36:14.000000,1054888765589991424_1054937754016124928
user_Mori Altuna,video_1107714967882563584,"Matthew Espinosa, Matthew Espinosa, Matthew Espinosa",2014-08-03T18:49:45.000000,1107714967882563584_1107789387569438720
